,SourceFile,FileName,ImageWidth,ImageHeight,CreateDate,PictureDirectory,R,G,B,Pct,Timestamp,Hours,Date,Day,Month
51,20190420/IMAG0052.JPG,IMAG0052.JPG,3648,2736,2019:03:27 12:21:48,C:/Users/branc/Desktop/New folder (3)/Snow,0.799909569,0.831235466,0.832967301,0.2732,3/27/2019 12:21,12,3/27/2019,27,3
52,20190420/IMAG0053.JPG,IMAG0053.JPG,3648,2736,2019:03:27 12:22:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.804039029,0.824678653,0.821594656,0.2938,3/27/2019 12:22,12,3/27/2019,27,3
53,20190420/IMAG0054.JPG,IMAG0054.JPG,3648,2736,2019:03:27 12:22:13,C:/Users/branc/Desktop/New folder (3)/Snow,0.804082586,0.829563023,0.832352593,0.2813,3/27/2019 12:22,12,3/27/2019,27,3
54,20190420/IMAG0055.JPG,IMAG0055.JPG,3648,2736,2019:03:27 12:22:51,C:/Users/branc/Desktop/New folder (3)/Snow,0.798117959,0.824982265,0.826364178,0.2764,3/27/2019 12:22,12,3/27/2019,27,3
55,20190420/IMAG0056.JPG,IMAG0056.JPG,3648,2736,2019:03:27 12:23:18,C:/Users/branc/Desktop/New folder (3)/Snow,0.78390853,0.811717233,0.803057018,0.29325,3/27/2019 12:23,12,3/27/2019,27,3
56,20190420/IMAG0057.JPG,IMAG0057.JPG,3648,2736,2019:03:27 12:23:30,C:/Users/branc/Desktop/New folder (3)/Snow,0.754065947,0.795583138,0.790002697,0.2981,3/27/2019 12:23,12,3/27/2019,27,3
57,20190420/IMAG0058.JPG,IMAG0058.JPG,3648,2736,2019:03:27 12:23:42,C:/Users/branc/Desktop/New folder (3)/Snow,0.751456317,0.788455523,0.77955515,0.29025,3/27/2019 12:23,12,3/27/2019,27,3
58,20190420/IMAG0059.JPG,IMAG0059.JPG,3648,2736,2019:03:27 12:23:55,C:/Users/branc/Desktop/New folder (3)/Snow,0.761957449,0.801213025,0.796562987,0.29985,3/27/2019 12:23,12,3/27/2019,27,3
59,20190420/IMAG0060.JPG,IMAG0060.JPG,3648,2736,2019:03:27 12:24:23,C:/Users/branc/Desktop/New folder (3)/Snow,0.768351667,0.802513397,0.795672416,0.28155,3/27/2019 12:24,12,3/27/2019,27,3
60,20190420/IMAG0061.JPG,IMAG0061.JPG,3648,2736,2019:03:27 12:24:35,C:/Users/branc/Desktop/New folder (3)/Snow,0.79253314,0.81698702,0.816112262,0.284,3/27/2019 12:24,12,3/27/2019,27,3
61,20190420/IMAG0062.JPG,IMAG0062.JPG,3648,2736,2019:03:27 12:24:48,C:/Users/branc/Desktop/New folder (3)/Snow,0.785534685,0.816828348,0.805866007,0.2759,3/27/2019 12:24,12,3/27/2019,27,3
62,20190420/IMAG0063.JPG,IMAG0063.JPG,3648,2736,2019:03:27 12:25:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.803512426,0.830111887,0.821801263,0.2655,3/27/2019 12:25,12,3/27/2019,27,3
63,20190420/IMAG0064.JPG,IMAG0064.JPG,3648,2736,2019:03:27 12:25:32,C:/Users/branc/Desktop/New folder (3)/Snow,0.800924946,0.826678738,0.820705853,0.26965,3/27/2019 12:25,12,3/27/2019,27,3
64,20190420/IMAG0065.JPG,IMAG0065.JPG,3648,2736,2019:03:27 12:25:45,C:/Users/branc/Desktop/New folder (3)/Snow,0.791235994,0.824055413,0.815587374,0.26765,3/27/2019 12:25,12,3/27/2019,27,3
65,20190420/IMAG0066.JPG,IMAG0066.JPG,3648,2736,2019:03:27 12:26:41,C:/Users/branc/Desktop/New folder (3)/Snow,0.797534666,0.828112984,0.821076257,0.2254,3/27/2019 12:26,12,3/27/2019,27,3
66,20190420/IMAG0067.JPG,IMAG0067.JPG,3648,2736,2019:03:27 12:26:57,C:/Users/branc/Desktop/New folder (3)/Snow,0.804915839,0.836435872,0.835072892,0.23665,3/27/2019 12:26,12,3/27/2019,27,3
67,20190420/IMAG0068.JPG,IMAG0068.JPG,3648,2736,2019:03:27 12:28:43,C:/Users/branc/Desktop/New folder (3)/Snow,0.785284579,0.818296414,0.813877407,0.2775,3/27/2019 12:28,12,3/27/2019,27,3
68,20190420/IMAG0069.JPG,IMAG0069.JPG,3648,2736,2019:03:27 12:28:58,C:/Users/branc/Desktop/New folder (3)/Snow,0.801888788,0.830888414,0.825128748,0.2669,3/27/2019 12:28,12,3/27/2019,27,3
69,20190420/IMAG0070.JPG,IMAG0070.JPG,3648,2736,2019:03:27 12:29:13,C:/Users/branc/Desktop/New folder (3)/Snow,0.785400062,0.823411815,0.825058171,0.27345,3/27/2019 12:29,12,3/27/2019,27,3
70,20190420/IMAG0071.JPG,IMAG0071.JPG,3648,2736,2019:03:27 14:04:02,C:/Users/branc/Desktop/New folder (3)/Snow,0.767876178,0.820418156,0.825245911,0.362,3/27/2019 14:04,14,3/27/2019,27,3
71,20190420/IMAG0082.JPG,IMAG0082.JPG,3648,2736,2019:03:28 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.779866384,0.814856336,0.808570963,0.361,3/28/2019 12:04,12,3/28/2019,28,3
72,20190420/IMAG0083.JPG,IMAG0083.JPG,3648,2736,2019:03:28 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.81163112,0.878532852,0.870720674,0.342,3/28/2019 14:04,14,3/28/2019,28,3
73,20190420/IMAG0094.JPG,IMAG0094.JPG,3648,2736,2019:03:29 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.80626095,0.879730965,0.889515231,0.34415,3/29/2019 12:04,12,3/29/2019,29,3
74,20190420/IMAG0095.JPG,IMAG0095.JPG,3648,2736,2019:03:29 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.786033894,0.875076638,0.883298629,0.339,3/29/2019 14:04,14,3/29/2019,29,3
75,20190420/IMAG0106.JPG,IMAG0106.JPG,3648,2736,2019:03:30 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.75016637,0.838112498,0.83748168,0.396,3/30/2019 12:04,12,3/30/2019,30,3
76,20190420/IMAG0107.JPG,IMAG0107.JPG,3648,2736,2019:03:30 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.797908736,0.868602585,0.869577723,0.38245,3/30/2019 14:04,14,3/30/2019,30,3
77,20190420/IMAG0118.JPG,IMAG0118.JPG,3648,2736,2019:03:31 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.821212405,0.843307215,0.836460252,0.28265,3/31/2019 12:04,12,3/31/2019,31,3
78,20190420/IMAG0119.JPG,IMAG0119.JPG,3648,2736,2019:03:31 14:04:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.738700843,0.786126795,0.797408857,0.29535,3/31/2019 14:04,14,3/31/2019,31,3
79,20190420/IMAG0130.JPG,IMAG0130.JPG,3648,2736,2019:04:01 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.811168481,0.89580781,0.930557823,0.34235,4/1/2019 12:04,12,4/1/2019,1,4
80,20190420/IMAG0131.JPG,IMAG0131.JPG,3648,2736,2019:04:01 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.800180342,0.849245896,0.846865272,0.3414,4/1/2019 14:04,14,4/1/2019,1,4
81,20190420/IMAG0142.JPG,IMAG0142.JPG,3648,2736,2019:04:02 12:04:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.784756057,0.87820589,0.885397972,0.3861,4/2/2019 12:04,12,4/2/2019,2,4
82,20190420/IMAG0143.JPG,IMAG0143.JPG,3648,2736,2019:04:02 14:04:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.82070352,0.899064031,0.90893962,0.36525,4/2/2019 14:04,14,4/2/2019,2,4
83,20190420/IMAG0154.JPG,IMAG0154.JPG,3648,2736,2019:04:03 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.817184566,0.853232978,0.860716308,0.36185,4/3/2019 12:04,12,4/3/2019,3,4
84,20190420/IMAG0155.JPG,IMAG0155.JPG,3648,2736,2019:04:03 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.725935155,0.78263653,0.788139001,0.3706,4/3/2019 14:04,14,4/3/2019,3,4
85,20190420/IMAG0166.JPG,IMAG0166.JPG,3648,2736,2019:04:04 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.83681411,0.864627969,0.872589729,0.36365,4/4/2019 12:04,12,4/4/2019,4,4
86,20190420/IMAG0167.JPG,IMAG0167.JPG,3648,2736,2019:04:04 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.83075728,0.910430969,0.925166016,0.3496,4/4/2019 14:04,14,4/4/2019,4,4
87,20190420/IMAG0178.JPG,IMAG0178.JPG,3648,2736,2019:04:05 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.821003326,0.847266704,0.844544808,0.2924,4/5/2019 12:04,12,4/5/2019,5,4
88,20190420/IMAG0179.JPG,IMAG0179.JPG,3648,2736,2019:04:05 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.730881824,0.775795351,0.78191899,0.32465,4/5/2019 14:04,14,4/5/2019,5,4
89,20190420/IMAG0218.JPG,IMAG0218.JPG,3648,2736,2019:04:06 12:04:02,C:/Users/branc/Desktop/New folder (3)/Snow,0.78658193,0.81960726,0.818030824,0.33645,4/6/2019 12:04,12,4/6/2019,6,4
90,20190420/IMAG0219.JPG,IMAG0219.JPG,3648,2736,2019:04:06 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.767093969,0.805981666,0.795237564,0.34255,4/6/2019 14:04,14,4/6/2019,6,4
91,20190420/IMAG0234.JPG,IMAG0234.JPG,3648,2736,2019:04:07 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.809786177,0.832795079,0.822357525,0.2652,4/7/2019 12:04,12,4/7/2019,7,4
92,20190420/IMAG0235.JPG,IMAG0235.JPG,3648,2736,2019:04:07 14:04:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.816795693,0.880105597,0.866376246,0.33015,4/7/2019 14:04,14,4/7/2019,7,4
93,20190420/IMAG0255.JPG,IMAG0255.JPG,3648,2736,2019:04:08 12:04:02,C:/Users/branc/Desktop/New folder (3)/Snow,0.782103715,0.805720026,0.802488086,0.28205,4/8/2019 12:04,12,4/8/2019,8,4
94,20190420/IMAG0256.JPG,IMAG0256.JPG,3648,2736,2019:04:08 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.783916163,0.812568549,0.803023566,0.33735,4/8/2019 14:04,14,4/8/2019,8,4
95,20190420/IMAG0268.JPG,IMAG0268.JPG,3648,2736,2019:04:09 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.798932496,0.83162188,0.822996891,0.3185,4/9/2019 12:04,12,4/9/2019,9,4
96,20190420/IMAG0269.JPG,IMAG0269.JPG,3648,2736,2019:04:09 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.839911257,0.876043434,0.867123506,0.31375,4/9/2019 14:04,14,4/9/2019,9,4
97,20190420/IMAG0280.JPG,IMAG0280.JPG,3648,2736,2019:04:10 12:04:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.766612324,0.842155526,0.840415973,0.33015,4/10/2019 12:04,12,4/10/2019,10,4
98,20190420/IMAG0281.JPG,IMAG0281.JPG,3648,2736,2019:04:10 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.779167447,0.864344939,0.86799807,0.3455,4/10/2019 14:04,14,4/10/2019,10,4
99,20190420/IMAG0292.JPG,IMAG0292.JPG,3648,2736,2019:04:11 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.674107817,0.732801264,0.737794796,0.40095,4/11/2019 12:04,12,4/11/2019,11,4
100,20190420/IMAG0293.JPG,IMAG0293.JPG,3648,2736,2019:04:11 14:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.737872846,0.81942804,0.824586014,0.3795,4/11/2019 14:04,14,4/11/2019,11,4
101,20190420/IMAG0304.JPG,IMAG0304.JPG,3648,2736,2019:04:12 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.779222575,0.849602032,0.867511247,0.37285,4/12/2019 12:04,12,4/12/2019,12,4
102,20190420/IMAG0305.JPG,IMAG0305.JPG,3648,2736,2019:04:12 14:04:00,C:/Users/branc/Desktop/New folder (3)/Snow,0.822886822,0.888595241,0.905150649,0.36525,4/12/2019 14:04,14,4/12/2019,12,4
103,20190420/IMAG0316.JPG,IMAG0316.JPG,3648,2736,2019:04:13 12:04:01,C:/Users/branc/Desktop/New folder (3)/Snow,0.798616655,0.828967047,0.830533958,0.29695,4/13/2019 12:04,12,4/13/2019,13,4
