"","min","Q.1","median","mean","Q.3","max","Tree","Picture","SourceFile","FileName","ImageWidth","ImageHeight","CreateDate"
"1",951,954,957,959.002702702703,963,981,1,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:11:14 14:37:53"
"2",1494,1497,1519.2,1550.83783783784,1542,1950,2,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:11:14 14:37:53"
"3",2233.8,2466.3,2530.5,2578.74324324324,2648.55,3052.2,3,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:11:14 14:37:53"
"4",939,939,945,945.948648648649,951,966,1,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:11:14 14:38:01"
"5",2578.2,2695.8,2752.8,2740.57297297297,2787.6,2869.2,2,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:11:14 14:38:01"
"6",3950.4,4115.4,4157.7,4151.88648648649,4189.8,4275,3,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:11:14 14:38:01"
"7",942,945,948,950.035135135135,954,969.6,1,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:11:14 14:38:17"
"8",1479,1487.4,1489.2,1522.41081081081,1500,1923,2,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:11:14 14:38:17"
"9",1737,1740,2156.1,2259.58378378378,2746.65,2979.6,3,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:11:14 14:38:17"
"10",948,951,954,956.894594594595,962.25,978,1,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:11:14 14:38:59"
"11",2286.6,2311.8,2329.2,2406.27567567568,2442,2884.8,2,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:11:14 14:38:59"
"12",2668.2,2931.75,2992.5,3033.81891891892,3156.3,3396,3,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:11:14 14:38:59"
"13",942,945,948,950.740540540541,954.6,972,1,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:11:14 14:39:25"
"14",1479,1488,1494,1539.95675675676,1512,1985.4,2,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:11:14 14:39:25"
"15",2933.4,3436.8,3632.1,3579.14594594595,3699.75,3990.6,3,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:11:14 14:39:25"
"16",936,939,942,944.172972972973,948,965.4,1,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:11:14 14:39:50"
"17",1473,1482,1483.2,1519.81621621622,1494,1909.2,2,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:11:14 14:39:50"
"18",2635.2,3731.4,3802.8,3738.33243243243,3835.5,3937.2,3,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:11:14 14:39:50"
"19",852,942,945,947.691891891892,954,969,1,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:11:14 14:40:01"
"20",1479,1488,1491,1552.76756756757,1506.6,2086.8,2,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:11:14 14:40:01"
"21",2446.8,2964,3323.4,3225.02432432432,3446.55,3716.4,3,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:11:14 14:40:01"
"22",507.6,933,939,932.391891891892,945,960,1,8,"IMAG0008.JPG","IMAG0008.JPG",3648,2736,"2019:11:14 14:40:30"
"23",1470,1479,1485,1562.85405405405,1507.2,2157,2,8,"IMAG0008.JPG","IMAG0008.JPG",3648,2736,"2019:11:14 14:40:30"
"24",2859,3302.4,3549.6,3625.56486486486,4029.15,4221,3,8,"IMAG0008.JPG","IMAG0008.JPG",3648,2736,"2019:11:14 14:40:30"
"25",909,954,960,961.191891891892,966,981,1,9,"IMAG0009.JPG","IMAG0009.JPG",3648,2736,"2019:11:14 14:40:42"
"26",1497,1500,1509,1567.16756756757,1530.6,2079.6,2,9,"IMAG0009.JPG","IMAG0009.JPG",3648,2736,"2019:11:14 14:40:42"
"27",1053.6,1767.6,2028,2144.86216216216,2616.15,2972.4,3,9,"IMAG0009.JPG","IMAG0009.JPG",3648,2736,"2019:11:14 14:40:42"
"28",945,948,951,953.545945945946,957,975.6,1,10,"IMAG0010.JPG","IMAG0010.JPG",3648,2736,"2019:11:14 16:37:52"
"29",1488,1552.2,1704,1682.82162162162,1817.4,1883.4,2,10,"IMAG0010.JPG","IMAG0010.JPG",3648,2736,"2019:11:14 16:37:52"
"30",1734,1735.05,2114.4,2232.2027027027,2655.45,2932.8,3,10,"IMAG0010.JPG","IMAG0010.JPG",3648,2736,"2019:11:14 16:37:52"
"31",742.2,832.8,924.9,994.151351351351,1117.35,1460.4,1,11,"IMAG0011.JPG","IMAG0011.JPG",3648,2736,"2019:11:14 18:37:53"
"32",1338.6,1947.6,2106,1986.48648648649,2134.8,2157,2,11,"IMAG0011.JPG","IMAG0011.JPG",3648,2736,"2019:11:14 18:37:53"
"33",1350,1368,1431.3,1420.32972972973,1467.15,1495.8,3,11,"IMAG0011.JPG","IMAG0011.JPG",3648,2736,"2019:11:14 18:37:53"
"34",687.6,750.15,987.6,1011.77027027027,1266,1435.2,1,12,"IMAG0012.JPG","IMAG0012.JPG",3648,2736,"2019:11:14 20:37:54"
"35",1320,1889.4,2069.4,1918.67027027027,2112,2131.2,2,12,"IMAG0012.JPG","IMAG0012.JPG",3648,2736,"2019:11:14 20:37:54"
"36",1397.4,1419.15,1455.9,1450.28108108108,1476.6,1507.8,3,12,"IMAG0012.JPG","IMAG0012.JPG",3648,2736,"2019:11:14 20:37:54"
"37",632.4,692.4,1034.4,1019.82162162162,1359.3,1577.4,1,13,"IMAG0013.JPG","IMAG0013.JPG",3648,2736,"2019:11:14 22:37:53"
