"","min","Q.1","median","mean","Q.3","max","Tree","Picture","SourceFile","FileName","ImageWidth","ImageHeight","CreateDate"
"1",773.4,1008.75,1024.5,1112.39189189189,1058.25,1859.4,1,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:11:07 14:46:07"
"2",1509,1515,1518,1573.62162162162,1575,1758,2,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:11:07 14:46:07"
"3",2376.6,2400.3,2421.3,2434.23243243243,2452.05,2533.2,3,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:11:07 14:46:07"
"4",1014,1029,1045.5,1196.32702702703,1276.35,1911.6,1,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:11:07 14:46:13"
"5",2059.2,2286,2295,2343.04864864865,2317.8,2659.2,2,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:11:07 14:46:13"
"6",1761,1767,2124,2055.68918918919,2216.85,2292,3,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:11:07 14:46:13"
"7",1030.2,1044,1057.5,1182.98918918919,1238.25,1789.2,1,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:11:07 14:46:28"
"8",1922.4,2277.6,2304,2305.49189189189,2313,2594.4,2,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:11:07 14:46:28"
"9",1770,1773.3,2133,2292.97297297297,2639.1,3013.2,3,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:11:07 14:46:28"
"10",1026,1038,1051.5,1149.38918918919,1085.25,1691.4,1,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:11:07 14:46:39"
"11",1921.8,2208,2292,2291.93513513514,2316,2683.8,2,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:11:07 14:46:39"
"12",1767,1773,2130,2260.31351351351,2599.65,2929.8,3,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:11:07 14:46:39"
"13",1017,1029,1045.5,1112.7,1113.15,1618.2,1,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:11:07 14:47:22"
"14",1633.2,1906.8,2245.2,2118.76216216216,2292,2449.8,2,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:11:07 14:47:22"
"15",1764,1767.75,2127,2305.93783783784,2679.6,2997.6,3,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:11:07 14:47:22"
"16",913.8,1014,1026,1039.81621621622,1044,1434.6,1,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:11:07 16:46:05"
"17",1539,1587,1845,1828.54054054054,1915.8,2304,2,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:11:07 16:46:05"
"18",1776,1779,2152.2,2308.64594594595,2647.5,3001.8,3,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:11:07 16:46:05"
"19",629.4,660.15,772.2,770.367567567568,855.45,964.2,1,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:11:07 18:46:06"
