"","min","Q.1","median","mean","Q.3","max","Tree","Picture","SourceFile","FileName","ImageWidth","ImageHeight","CreateDate"
"1",1317.6,1362.6,1391.4,1439.75675675676,1534.8,1635,1,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:09:19 12:17:30"
"2",2337.6,2551.8,2622.9,2593.61052631579,2670.9,2699.4,2,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:09:19 12:17:30"
"3",1934.4,2044.5,2515.8,2698.58918918919,3242.55,4173.6,3,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:09:19 12:17:30"
"4",784.2,1081.2,1938.6,1807.1027027027,2463,2712.6,1,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:09:19 12:17:38"
"5",2605.2,2763.3,3259.8,3135.04736842105,3379.2,3815.4,2,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:09:19 12:17:38"
"6",1905,2186.4,2529.6,2556.11351351351,2887.05,3267,3,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:09:19 12:17:38"
"7",616.2,976.8,2245.8,1775.98378378378,2326.8,2389.8,1,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:09:19 12:17:51"
"8",2464.2,2647.2,2811.9,2825.43157894737,2998.5,3169.2,2,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:09:19 12:17:51"
"9",1645.2,1878,2475.6,2366.78108108108,2648.4,3073.8,3,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:09:19 12:17:51"
"10",561.6,828.6,2470.8,1910.88648648649,2607,2831.4,1,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:09:19 12:18:06"
"11",2027.4,2098.05,2115,2108.11578947368,2134.65,2159.4,2,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:09:19 12:18:06"
"12",2056.2,2302.35,2758.2,2644.77567567568,2913.6,3150.6,3,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:09:19 12:18:06"
"13",661.8,895.8,2266.2,1842.71351351351,2548.8,2662.2,1,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:09:19 12:18:18"
"14",1959.6,2025.45,2047.5,2143.43684210526,2288.25,2525.4,2,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:09:19 12:18:18"
"15",2479.2,2814.45,2914.5,2916.85945945946,3089.4,3379.2,3,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:09:19 12:18:18"
"16",676.8,1164.6,2400.6,1999.73513513514,2683.2,2901.6,1,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:09:19 12:18:30"
"17",1918.2,1989.75,2067,2073.9,2119.8,2336.4,2,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:09:19 12:18:30"
"18",2431.8,2719.05,2869.5,2865.6972972973,3015.6,3288,3,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:09:19 12:18:30"
"19",826.2,1524,2206.8,2081.38378378378,2809.8,3007.8,1,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:09:19 12:18:42"
"20",2283,2735.25,2795.4,2851.16842105263,3108.6,3232.2,2,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:09:19 12:18:42"
"21",1854.6,2027.7,2706.3,2508.85945945946,2866.95,3009,3,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:09:19 12:18:42"
"22",1197,1282.8,1293,1302.92432432432,1336.8,1399.8,1,8,"IMAG0008.JPG","IMAG0008.JPG",3648,2736,"2019:09:19 12:18:57"
"23",2458.2,2884.65,3131.1,3128.16315789474,3395.25,3744,2,8,"IMAG0008.JPG","IMAG0008.JPG",3648,2736,"2019:09:19 12:18:57"
"24",1979.4,2227.05,2754.9,2601.45405405405,2919.15,3121.8,3,8,"IMAG0008.JPG","IMAG0008.JPG",3648,2736,"2019:09:19 12:18:57"
"25",768.6,1468.8,2265,1967.88648648649,2510.4,2860.2,1,9,"IMAG0009.JPG","IMAG0009.JPG",3648,2736,"2019:09:19 12:19:08"
"26",2099.4,2171.85,2212.5,2213.82631578947,2226,2476.8,2,9,"IMAG0009.JPG","IMAG0009.JPG",3648,2736,"2019:09:19 12:19:08"
"27",1680.6,1896.15,2738.4,2527.87297297297,2976.45,3432.6,3,9,"IMAG0009.JPG","IMAG0009.JPG",3648,2736,"2019:09:19 12:19:08"
"28",807,1807.2,2072.4,1962.06486486486,2257.2,2947.2,1,10,"IMAG0010.JPG","IMAG0010.JPG",3648,2736,"2019:09:19 12:19:21"
"29",1893.6,2026.5,2148,2252.57368421053,2445,2929.2,2,10,"IMAG0010.JPG","IMAG0010.JPG",3648,2736,"2019:09:19 12:19:21"
"30",1612.8,2242.05,2649.9,2548.72702702703,2995.8,3207,3,10,"IMAG0010.JPG","IMAG0010.JPG",3648,2736,"2019:09:19 12:19:21"
"31",721.2,1357.8,2057.4,1828.1027027027,2276.4,2349,1,11,"IMAG0011.JPG","IMAG0011.JPG",3648,2736,"2019:09:19 12:19:56"
"32",1809.6,1963.2,2396.4,2300.79473684211,2575.35,2731.8,2,11,"IMAG0011.JPG","IMAG0011.JPG",3648,2736,"2019:09:19 12:19:56"
"33",1704.6,2221.95,2908.2,2706.93243243243,3089.85,3399.6,3,11,"IMAG0011.JPG","IMAG0011.JPG",3648,2736,"2019:09:19 12:19:56"
"34",1921.8,1980.6,2451.6,2622.04864864865,3280.2,3624,1,12,"IMAG0012.JPG","IMAG0012.JPG",3648,2736,"2019:09:19 12:20:15"
"35",2068.2,2482.8,2668.2,2679.86842105263,2930.4,3204,2,12,"IMAG0012.JPG","IMAG0012.JPG",3648,2736,"2019:09:19 12:20:15"
"36",1896,2198.55,2738.7,2596.54054054054,2902.8,3241.8,3,12,"IMAG0012.JPG","IMAG0012.JPG",3648,2736,"2019:09:19 12:20:15"
"37",793.8,1622.4,2182.2,1863.16216216216,2230.2,2373.6,1,13,"IMAG0013.JPG","IMAG0013.JPG",3648,2736,"2019:09:19 12:20:33"
"38",1836.6,1996.5,2410.2,2289.75789473684,2524.05,2653.8,2,13,"IMAG0013.JPG","IMAG0013.JPG",3648,2736,"2019:09:19 12:20:33"
"39",1947,2520.15,2837.7,2744.59459459459,3006.75,3588,3,13,"IMAG0013.JPG","IMAG0013.JPG",3648,2736,"2019:09:19 12:20:33"
"40",758.4,1403.4,2111.4,1827.68108108108,2215.2,2458.8,1,14,"IMAG0014.JPG","IMAG0014.JPG",3648,2736,"2019:09:19 12:21:07"
