"","min","Q.1","median","mean","Q.3","max","Tree","Picture","SourceFile","FileName","ImageWidth","ImageHeight","CreateDate"
"1",1929.6,1986,2005.2,2048.54594594595,2089.8,2271,1,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:07:11 10:20:47"
"2",3556.2,3628.05,3669,3675.36315789474,3727.5,3819,2,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:07:11 10:20:47"
"3",2035.2,2136.75,2278.8,2350.35405405405,2541.75,2869.2,3,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:07:11 10:20:47"
"4",948.6,1024.8,1258.8,1183.03783783784,1278.6,1417.8,1,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:07:11 10:21:15"
"5",2009.4,2053.2,2064.3,2087.28947368421,2126.1,2184,2,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:07:11 10:21:15"
"6",2455.2,2485.05,2510.4,2509.27297297297,2535.75,2556.6,3,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:07:11 10:21:15"
"7",790.8,885.6,1013.4,1161.42162162162,1296,2298,1,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:07:11 10:21:22"
"8",1764,2064.9,2408.4,2390.22631578947,2785.35,2880,2,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:07:11 10:21:22"
"9",1866,1990.95,2278.5,2309.34324324324,2510.4,3146.4,3,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:07:11 10:21:22"
"10",1480.2,1635,1776.6,1777.92972972973,1898.4,2180.4,1,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:07:11 10:23:55"
"11",2130,2290.95,2503.5,2598.42631578947,2939.55,3162,2,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:07:11 10:23:55"
"12",2180.4,2392.2,2682.3,2841.76216216216,3305.7,3772.8,3,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:07:11 10:23:55"
"13",1911.6,2091.6,2271.6,2216.01081081081,2296.2,2614.8,1,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:07:11 10:24:11"
"14",2213.4,2391,2609.7,2661.52105263158,2960.1,3126.6,2,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:07:11 10:24:11"
"15",2316.6,2479.2,2715,2937.40540540541,3462.9,3855,3,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:07:11 10:24:11"
"16",646.2,888.6,1246.2,1334.10810810811,1782,2346,1,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:07:11 10:27:25"
"17",1622.4,2067.3,2378.1,2446.56315789474,2939.55,3220.2,2,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:07:11 10:27:25"
"18",2442,2845.35,2983.5,2988.68108108108,3162.15,3452.4,3,6,"IMAG0006.JPG","IMAG0006.JPG",3648,2736,"2019:07:11 10:27:25"
"19",775.8,1032.6,1284,1408.31351351351,1838.4,2248.2,1,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:07:11 10:27:48"
"20",1578,1883.55,2344.2,2400.01578947368,2940.9,3242.4,2,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:07:11 10:27:48"
"21",2208,2598.75,2824.2,2823.30810810811,3013.95,3640.2,3,7,"IMAG0007.JPG","IMAG0007.JPG",3648,2736,"2019:07:11 10:27:48"
