"","min","Q.1","median","mean","Q.3","max","Tree","Picture","SourceFile","FileName","ImageWidth","ImageHeight","CreateDate"
"1",962.4,1051.2,1072.8,1071.21081081081,1098,1147.2,1,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:08:22 08:13:25"
"2",2845.2,3197.55,3552,3744.44210526316,4317.3,5172.6,2,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:08:22 08:13:25"
"3",3536.4,3595.95,3665.4,3684.3,3759.3,3885.6,3,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:08:22 08:13:25"
"4",2293.2,2309.4,2314.2,2315.96756756757,2321.4,2349.6,1,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:08:22 08:13:32"
"5",2770.8,2803.5,2876.7,2888.95263157895,2977.5,3014.4,2,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:08:22 08:13:32"
"6",2658,2698.5,2755.5,2744.1,2776.8,2817,3,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:08:22 08:13:32"
"7",821.4,877.2,1062,1470.94054054054,2152.2,2500.8,1,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:08:22 08:13:47"
"8",1458,1887.6,2319.3,2329.16842105263,2885.85,3039.6,2,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:08:22 08:13:47"
"9",2706,2843.7,2995.5,3104.37567567568,3381.6,3783,3,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:08:22 08:13:47"
"10",971.4,1041,1306.8,1736.78918918919,2429.4,2943,1,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:08:22 08:14:42"
"11",1405.2,1801.95,2322.9,2235.77368421053,2563.2,3009.6,2,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:08:22 08:14:42"
"12",2649,3009.15,3126,3224.71621621622,3474.15,3841.2,3,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:08:22 08:14:42"
"13",1017,1078.2,1171.8,1640.64324324324,2335.2,2644.2,1,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:08:22 08:15:02"
"14",1662,1835.1,2762.4,2624.62105263158,3181.35,3511.8,2,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:08:22 08:15:02"
"15",2617.8,2766,2930.1,2969.20540540541,3064.5,3639,3,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:08:22 08:15:02"
