"","min","Q.1","median","mean","Q.3","max","Tree","Picture","SourceFile","FileName","ImageWidth","ImageHeight","CreateDate"
"1",553.2,683.4,741.6,739.508108108108,807.6,876.6,1,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:07:01 11:23:19"
"2",2708.4,2791.05,2889.9,2864.54210526316,2933.1,3021,2,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:07:01 11:23:19"
"3",2467.2,2796.45,2902.5,2861.43243243243,2948.1,3040.8,3,1,"IMAG0001.JPG","IMAG0001.JPG",3648,2736,"2019:07:01 11:23:19"
"4",817.2,927,942.6,939.291891891892,972,988.8,1,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:07:01 11:23:43"
"5",3565.2,3725.7,3844.5,3856.68947368421,4001.7,4131.6,2,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:07:01 11:23:43"
"6",1788.6,2088.9,2637.6,2595.38108108108,2758.5,4097.4,3,2,"IMAG0002.JPG","IMAG0002.JPG",3648,2736,"2019:07:01 11:23:43"
"7",530.4,564,565.8,574.848648648649,590.4,623.4,1,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:07:01 11:23:49"
"8",1651.8,1747.2,2032.2,2202.91578947368,2523,3270,2,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:07:01 11:23:49"
"9",2358,2527.65,2972.4,2915.55405405405,3153.15,4065.6,3,3,"IMAG0003.JPG","IMAG0003.JPG",3648,2736,"2019:07:01 11:23:49"
"10",541.2,559.8,562.2,567.194594594595,564.6,654,1,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:07:01 11:24:04"
"11",1710.6,1988.55,2144.1,2378.22631578947,2608.65,3669,2,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:07:01 11:24:04"
"12",1986,2144.25,2229.9,2405.71621621622,2537.85,3844.2,3,4,"IMAG0004.JPG","IMAG0004.JPG",3648,2736,"2019:07:01 11:24:04"
"13",556.8,564,568.8,574.524324324324,578.4,633.6,1,5,"IMAG0005.JPG","IMAG0005.JPG",3648,2736,"2019:07:01 11:24:25"
