TIMESTAMP_1,TIMESTAMP_2,TIMESTAMP_3,TIMESTAMP_4,Ta_1_1_1,Pa_1_1_1,CO2Sig_1_1_1,H2OSig_1_1_1,RawDist_1_1_1,QualNR_1_1_1,TempCorDist_1_1_1,SnowDepth_1_1_1
yyyy,ddd,HH,MM,C,kPa,arb,arb,NA,NA,NA,NA
2018,345,04,00,-4.21107,72.7784,0.9043049,0.8169628,2.791,182.8333,2.769402,0.4305977
2018,345,04,30,-4.661433,72.76878,0.9043694,0.8170726,2.794,185.8333,2.770057,0.4299428
2018,345,05,00,-4.379359,72.77162,0.9044409,0.8171828,2.793333,178.1667,2.770849,0.4291509
2018,345,05,30,-4.235703,72.76762,0.9043024,0.8169301,2.789833,179.3333,2.768118,0.4318824
2018,345,06,00,-4.693537,72.79034,0.9042824,0.8169158,2.7935,172.5,2.769395,0.430605
2018,345,06,30,-5.312495,72.76842,0.9043564,0.8170577,2.797167,181.8333,2.769831,0.4301691
2018,345,07,00,-5.720586,72.79978,0.9044771,0.8172641,2.798333,180.1667,2.768874,0.4311259
2018,345,07,30,-5.180847,72.83639,0.9042829,0.8169618,2.795167,182.6667,2.768532,0.4314686
2018,345,08,00,-5.557505,72.83191,0.9040833,0.8168202,2.797833,182.3333,2.769224,0.4307754
2018,345,08,30,-5.087286,72.8119,0.9039533,0.816724,2.797833,186.5,2.771655,0.4283445
2018,345,09,00,-4.696793,72.81582,0.9038367,0.8165252,2.7945,185,2.77037,0.42963
2018,345,09,30,-4.320994,72.80074,0.9037463,0.8164511,2.792666,181.6667,2.770488,0.4295118
2018,345,10,00,-3.313848,72.81081,0.9031398,0.8156677,2.789666,188.5,2.772692,0.4273076
2018,345,10,30,-2.874156,72.79647,0.9014545,0.8133533,2.787,191.1667,2.772298,0.4277016
2018,345,11,00,-3.002686,72.72482,0.902388,0.814701,2.788666,192.5,2.773296,0.4267035
2018,345,11,30,-2.872737,72.72517,0.9026423,0.8148693,2.789,186.1667,2.774295,0.4257051
